1 2 
10.901 0 1 
8.842 0 1 
2.7641 1 0 
5.8653 1 0 
14.036 0 1 
3.7648 0 1 
1.7447 1 0 
6.3268 1 0 
14.757 0 1 
1.4828 0 1 
-1.3406 0 1 
-6.0987 0 1 
-15.199 1 0 
-1.0084 1 0 
2.4333 1 0 
9.6374 1 0 
10.687 0 1 
0.77586 0 1 
-0.28693 0 1 
-1.6367 0 1 
-10.579 1 0 
-9.1076 1 0 
3.2563 1 0 
8.7175 1 0 
10.992 0 1 
4.306 1 0 
6.3429 1 0 
12.771 0 1 
5.2078 0 1 
4.1149 1 0 
11.085 0 1 
8.6142 0 1 
2.7246 1 0 
5.9436 1 0 
14.05 0 1 
3.6396 0 1 
1.6933 1 0 
6.2209 1 0 
14.884 0 1 
1.4604 0 1 
-1.4935 0 1 
-6.6541 0 1 
-14.581 1 0 
-0.87466 1 0 
2.1809 1 0 
9.1175 1 0 
11.395 0 1 
0.49871 0 1 
-1.314 0 1 
-6.5587 0 1 
-14.941 1 0 
-0.051835 1 0 
3.8228 1 0 
12.442 0 1 
7.0285 0 1 
1.4718 1 0 
3.5201 1 0 
14.008 0 1 
5.1697 0 1 
-0.93218 0 1 
-4.2225 0 1 
-15.027 1 0 
-3.692 1 0 
1.0466 1 0 
4.6322 1 0 
15.489 0 1 
2.799 0 1 
-1.475 0 1 
-6.1815 0 1 
-14.825 1 0 
-1.6851 1 0 
1.1227 1 0 
5.2108 1 0 
15.886 0 1 
1.4899 0 1 
-2.5772 0 1 
-9.6376 0 1 
-10.651 1 0 
-1.2165 1 0 
-0.89495 0 1 
-4.4348 0 1 
-16.692 1 0 
-1.1752 1 0 
3.9698 1 0 
11.575 0 1 
7.9942 0 1 
2.5831 1 0 
6.0527 1 0 
14.135 0 1 
3.3376 0 1 
1.4259 1 0 
5.3882 1 0 
15.613 0 1 
1.7053 0 1 
-2.0263 0 1 
-8.1988 0 1 
-12.557 1 0 
-1.019 1 0 
0.63224 1 0 
3.2956 1 0 
15.673 0 1 
3.0918 0 1 
-3.4814 0 1 
-10.274 1 0 
-9.6013 1 0 
-2.848 0 1 
-5.4726 0 1 
-13.996 1 0 
-4.2545 1 0 
-1.743 0 1 
-6.0033 0 1 
-14.961 1 0 
-1.8169 1 0 
1.1018 1 0 
5.0951 1 0 
15.907 0 1 
1.6318 0 1 
-2.4993 0 1 
-9.3941 0 1 
-10.964 1 0 
-1.2413 1 0 
-0.7892 0 1 
-3.8707 0 1 
-16.504 1 0 
-1.8797 1 0 
3.8458 1 0 
11.106 0 1 
8.5622 0 1 
2.7841 1 0 
6.1123 1 0 
13.949 0 1 
3.5787 0 1 
1.8577 1 0 
6.8635 1 0 
14.212 0 1 
1.2458 0 1 
-1.2632 0 1 
-5.9051 0 1 
-15.462 1 0 
-0.9054 1 0 
2.8007 1 0 
10.462 0 1 
9.6016 0 1 
1.0155 0 1 
0.8717 1 0 
4.4839 1 0 
16.809 0 1 
0.93332 0 1 
-4.2338 0 1 
-11.832 1 0 
-7.6051 1 0 
-2.8084 0 1 
-6.8557 0 1 
-13.532 1 0 
-3.0496 1 0 
-2.0759 0 1 
-8.0417 0 1 
-12.81 1 0 
-0.77532 1 0 
1.3158 1 0 
6.3575 1 0 
15.104 0 1 
0.39192 0 1 
-3.3368 0 1 
-11.693 1 0 
-8.0238 1 0 
-1.1695 0 1 
-2.0724 0 1 
-10.097 1 0 
-10.069 1 0 
1.0308 1 0 
4.8368 1 0 
14.169 0 1 
4.4772 0 1 
1.0018 1 0 
3.1145 1 0 
14.103 0 1 
5.0419 0 1 
-1.9604 0 1 
-7.1388 0 1 
-13.462 1 0 
-2.4466 1 0 
-1.3859 0 1 
-5.8142 0 1 
-15.517 1 0 
-1.0216 1 0 
2.69 1 0 
10.168 0 1 
9.9815 0 1 
0.99917 0 1 
0.64667 1 0 
3.2914 1 0 
16.039 0 1 
2.6292 0 1 
-3.9705 0 1 
-10.844 1 0 
-8.7928 1 0 
-3.2536 0 1 
-6.889 0 1 
-13.218 1 0 
-3.6466 1 0 
-3.0467 0 1 
-10.417 1 0 
-9.6504 1 0 
-1.2373 0 1 
-1.4732 0 1 
-7.3002 0 1 
-14.007 1 0 
0.4133 1 0 
4.3027 1 0 
13.14 0 1 
6.0413 0 1 
1.6024 1 0 
4.4736 1 0 
15.075 0 1 
3.5004 0 1 
-0.85421 0 1 
-3.9607 0 1 
-15.322 1 0 
-3.4169 1 0 
1.8576 1 0 
7.1727 1 0 
13.642 0 1 
1.8385 0 1 
0.23934 1 0 
0.84022 1 0 
5.5779 1 0 
16.705 0 1 
-1.4548 0 1 
-6.5885 0 1 
-12.131 1 0 
-5.7341 1 0 
-5.1335 0 1 
-11.596 1 0 
-7.6208 1 0 
-3.8967 0 1 
-8.8825 0 1 
-11.15 1 0 
-3.4734 0 1 
-5.227 0 1 
-13.411 1 0 
-5.2728 1 0 
-2.4093 0 1 
-7.4586 0 1 
-13.278 1 0 
-1.9559 1 0 
-0.76241 0 1 
-3.3021 0 1 
-15.447 1 0 
-3.3766 1 0 
3.1778 1 0 
9.8187 1 0 
10.211 0 1 
2.6333 1 0 
4.5634 1 0 
13.838 0 1 
5.0934 0 1 
1.0709 1 0 
3.0927 1 0 
13.86 0 1 
5.343 0 1 
-1.7394 0 1 
-6.5559 0 1 
-14.038 1 0 
-2.5628 1 0 
-0.8919 0 1 
-3.5789 0 1 
-15.558 1 0 
-3.2157 1 0 
2.8114 1 0 
9.3242 1 0 
10.904 0 1 
2.2352 1 0 
3.1938 1 0 
12.19 0 1 
7.4354 0 1 
0.18216 0 1 
-0.88609 0 1 
-4.9858 0 1 
-16.802 1 0 
-0.15235 1 0 
4.8108 1 0 
12.392 0 1 
6.7057 0 1 
3.157 1 0 
8.2765 1 0 
12.087 0 1 
2.7102 1 0 
3.1488 1 0 
11.552 0 1 
8.232 0 1 
0.61726 0 1 
0.25286 1 0 
1.3323 1 0 
9.2018 1 0 
11.057 0 1 
-3.294 0 1 
-8.5322 0 1 
-10.962 1 0 
-4.8059 0 1 
-6.736 0 1 
-12.303 1 0 
-5.4791 1 0 
-4.9311 0 1 
-11.672 1 0 
-7.6237 1 0 
-3.579 0 1 
-8.38 0 1 
-11.795 1 0 
-3.2708 0 1 
-4.3063 0 1 
-12.965 1 0 
-6.2932 1 0 
-1.6337 0 1 
-4.4364 0 1 
-14.995 1 0 
-3.6309 1 0 
0.76085 1 0 
3.6171 1 0 
14.965 0 1 
3.9613 0 1 
-1.9165 0 1 
-7.213 0 1 
-13.52 1 0 
-2.0581 1 0 
-0.71978 0 1 
-3.0474 0 1 
-14.922 1 0 
-4.0075 1 0 
3.0849 1 0 
9.4953 1 0 
10.582 0 1 
2.7636 1 0 
4.5342 1 0 
13.68 0 1 
5.3101 0 1 
1.2236 1 0 
3.548 1 0 
14.563 0 1 
4.4764 0 1 
-1.5446 0 1 
-6.1253 0 1 
-14.575 1 0 
-2.3472 1 0 
0.025432 1 0 
0.50877 1 0 
3.3603 1 0 
17.3 0 1 
0.99017 0 1 
-5.5182 0 1 
-11.502 1 0 
-7.3088 1 0 
-4.8306 0 1 
-10.165 1 0 
-9.3988 1 0 
-4.1801 0 1 
-7.7665 0 1 
-12.044 1 0 
-4.3083 0 1 
-5.1151 0 1 
-12.689 1 0 
-6.2831 1 0 
-3.0564 0 1 
-8.3731 0 1 
-12.03 1 0 
-2.4978 0 1 
-2.8251 0 1 
-10.94 1 0 
-9.0121 1 0 
-0.36002 1 0 
0.81249 1 0 
4.4516 1 0 
16.884 0 1 
0.85033 0 1 
-4.3786 0 1 
-11.914 1 0 
-7.4531 1 0 
-2.9694 0 1 
-7.3253 0 1 
-13.072 1 0 
-2.9794 1 0 
-2.5482 0 1 
-9.6556 0 1 
-10.673 1 0 
-0.68345 1 0 
0.52769 1 0 
2.8788 1 0 
15.163 0 1 
3.6641 0 1 
-3.775 0 1 
-10.334 1 0 
-9.4023 1 0 
-3.3776 0 1 
-6.6206 0 1 
-13.291 1 0 
-3.9787 1 0 
-3.1363 0 1 
-10.344 1 0 
-9.7268 1 0 
-1.4671 0 1 
-2.0644 0 1 
-9.6081 0 1 
-10.753 1 0 
0.6054 1 0 
3.9124 1 0 
13.583 0 1 
5.6249 0 1 
0.40751 1 0 
0.42647 1 0 
2.4997 1 0 
14.874 0 1 
3.8494 0 1 
-4.4662 0 1 
-10.598 1 0 
-8.7933 1 0 
-4.2783 0 1 
-8.4056 0 1 
-11.443 1 0 
-4.1566 0 1 
-5.7161 0 1 
-12.955 1 0 
-5.5309 1 0 
-3.4412 0 1 
-9.7389 0 1 
-10.375 1 0 
-2.3788 0 1 
-3.8976 0 1 
-13.368 1 0 
-5.9073 1 0 
-0.52168 0 1 
-0.75099 0 1 
-4.3401 0 1 
-17.228 1 0 
-0.42557 1 0 
5.0355 1 0 
12.1 0 1 
6.9253 0 1 
3.7365 1 0 
9.1818 1 0 
10.899 0 1 
3.115 1 0 
4.9051 1 0 
13.591 0 1 
5.2351 0 1 
1.8204 1 0 
5.6613 1 0 
15.01 0 1 
2.367 0 1 
-0.61484 0 1 
-3.0677 0 1 
-14.566 1 0 
-4.4567 1 0 
2.6025 1 0 
8.6047 1 0 
11.726 0 1 
2.5208 1 0 
3.1275 1 0 
11.703 0 1 
8.0438 0 1 
0.4467 0 1 
-0.21983 0 1 
-1.3113 0 1 
-9.1012 0 1 
-11.208 1 0 
3.2931 1 0 
8.5165 1 0 
10.96 0 1 
4.8418 1 0 
6.7571 1 0 
12.271 0 1 
5.5036 0 1 
4.982 1 0 
11.686 0 1 
7.5842 0 1 
3.6397 1 0 
8.5125 1 0 
11.636 0 1 
3.2913 1 0 
4.4935 1 0 
13.133 0 1 
6.017 0 1 
1.7635 1 0 
5.0116 1 0 
15.101 0 1 
3.0409 0 1 
-0.56104 0 1 
-2.8469 0 1 
-13.824 1 0 
-5.3393 1 0 
2.3217 1 0 
7.8863 1 0 
12.541 0 1 
2.6464 0 1 
2.6161 1 0 
10.179 0 1 
9.9949 0 1 
0.44993 0 1 
-0.89761 0 1 
-4.7888 0 1 
-16.69 1 0 
-0.71703 1 0 
4.2006 1 0 
11.974 0 1 
7.4562 0 1 
2.6197 1 0 
6.5143 1 0 
13.886 0 1 
3.0142 0 1 
1.5703 1 0 
6.1731 1 0 
15.053 0 1 
1.1722 0 1 
-2.0675 0 1 
-8.6033 0 1 
-12.068 1 0 
-0.67745 1 0 
1.1712 1 0 
5.8379 1 0 
15.724 0 1 
0.44517 0 1 
-3.6534 0 1 
-11.929 1 0 
-7.6789 1 0 
-1.6335 0 1 
-3.6692 0 1 
-14.012 1 0 
-5.1497 1 0 
0.63208 1 0 
3.2214 1 0 
13.949 0 1 
5.2452 0 1 
-1.4974 0 1 
-5.9206 0 1 
-14.611 1 0 
-2.6507 1 0 
-0.20905 0 1 
-0.47628 0 1 
-3.0986 0 1 
-16.875 1 0 
-1.5584 1 0 
5.3443 1 0 
11.33 0 1 
7.5949 0 1 
4.7817 1 0 
9.8947 0 1 
9.714 0 1 
4.2213 1 0 
7.5271 1 0 
12.204 0 1 
4.464 1 0 
4.9941 1 0 
12.503 0 1 
6.5797 0 1 
3.0619 1 0 
8.1667 1 0 
12.242 0 1 
2.6235 1 0 
2.8591 1 0 
10.902 0 1 
9.0601 0 1 
0.47079 0 1 
-0.49802 0 1 
-2.8012 0 1 
-15.209 1 0 
-3.5799 1 0 
4.0215 1 0 
10.521 0 1 
9.0964 0 1 
3.6431 1 0 
7.3043 1 0 
12.696 0 1 
3.8957 1 0 
3.9592 1 0 
11.957 0 1 
7.6163 0 1 
1.8903 1 0 
4.4609 1 0 
14.637 0 1 
4.0979 0 1 
-0.16971 0 1 
-1.4027 0 1 
-8.1602 0 1 
-12.806 1 0 
1.668 1 0 
6.3703 1 0 
13.092 0 1 
4.5773 0 1 
3.6111 1 0 
10.814 0 1 
9.0661 0 1 
2.0495 1 0 
4.0046 1 0 
13.928 0 1 
5.1858 0 1 
0.090367 0 1 
-0.62739 0 1 
-3.7814 0 1 
-17.189 1 0 
-0.97664 1 0 
5.0068 1 0 
11.765 0 1 
7.317 0 1 
4.0048 1 0 
9.2753 1 0 
10.695 0 1 
3.4496 1 0 
5.62 1 0 
13.496 0 1 
4.8488 0 1 
2.64 1 0 
8.4064 1 0 
12.163 0 1 
1.747 0 1 
1.2249 1 0 
5.6254 1 0 
15.873 0 1 
0.67918 0 1 
-3.4483 0 1 
-11.544 1 0 
-8.1806 1 0 
-1.5635 0 1 
-3.1855 0 1 
-13.106 1 0 
-6.2926 1 0 
0.70771 1 0 
3.5663 1 0 
14.186 0 1 
4.9426 0 1 
-1.0078 0 1 
-4.4644 0 1 
-15.163 1 0 
-3.3765 1 0 
1.0001 1 0 
4.4911 1 0 
15.566 0 1 
2.7984 0 1 
-1.7037 0 1 
-6.8869 0 1 
-14.068 1 0 
-1.5777 1 0 
0.57435 1 0 
2.9427 1 0 
14.68 0 1 
4.2874 0 1 
-3.0496 0 1 
-9.3674 0 1 
-10.724 1 0 
-2.8235 0 1 
-4.5328 0 1 
-13.618 1 0 
-5.3896 1 0 
-1.2945 0 1 
-3.7626 0 1 
-14.798 1 0 
-4.1477 1 0 
1.4434 1 0 
5.8674 1 0 
14.846 0 1 
2.3017 0 1 
-0.43433 0 1 
-2.3068 0 1 
-12.552 1 0 
-6.7652 1 0 
2.6283 1 0 
8.2194 1 0 
11.959 0 1 
3.2342 1 0 
4.0871 1 0 
12.737 0 1 
6.6383 0 1 
1.4762 1 0 
3.739 1 0 
14.403 0 1 
4.6504 0 1 
-0.9725 0 1 
-4.3507 0 1 
-15.204 1 0 
-3.3899 1 0 
1.1829 1 0 
5.1229 1 0 
15.459 0 1 
2.345 0 1 
-1.3795 0 1 
-5.9705 0 1 
-15.12 1 0 
-1.529 1 0 
1.6363 1 0 
7.1062 1 0 
14.011 0 1 
0.87022 0 1 
-1.8123 0 1 
-8.0505 0 1 
-12.855 1 0 
-0.34888 1 0 
2.2891 1 0 
9.8974 1 0 
10.369 0 1 
0.037902 0 1 
-2.1582 0 1 
-10.009 0 1 
-10.211 1 0 
0.52805 1 0 
3.6134 1 0 
13.366 0 1 
5.95 0 1 
0.060245 0 1 
-0.91796 0 1 
-5.3245 0 1 
-16.641 1 0 
0.32194 1 0 
5.2289 1 0 
12.602 0 1 
6.2225 0 1 
3.4706 1 0 
9.262 1 0 
10.907 0 1 
2.6776 1 0 
4.1052 1 0 
13.321 0 1 
5.9149 0 1 
0.94253 1 0 
2.2619 1 0 
11.337 0 1 
8.3967 0 1 
-1.578 0 1 
-6.0229 0 1 
-14.033 1 0 
-3.5121 1 0 
-1.6803 0 1 
-6.2572 0 1 
-14.873 1 0 
-1.3875 1 0 
1.5886 1 0 
7.0126 1 0 
14.154 0 1 
0.78138 0 1 
-2.0703 0 1 
-8.8905 0 1 
-11.711 1 0 
-0.35694 1 0 
1.7968 1 0 
8.4677 1 0 
12.331 0 1 
-0.22066 0 1 
-3.3858 0 1 
-12.556 1 0 
-6.9682 1 0 
-0.42523 1 0 
-0.06434 0 1 
-0.31204 0 1 
-2.3567 0 1 
-15.837 1 0 
-2.5261 1 0 
5.8075 1 0 
10.673 0 1 
7.9685 0 1 
5.7728 1 0 
10.066 0 1 
9.0381 0 1 
5.3501 1 0 
8.9951 1 0 
10.355 0 1 
5.1854 1 0 
7.6043 1 0 
11.593 0 1 
5.4616 1 0 
6.1079 1 0 
12.009 0 1 
6.5013 0 1 
4.7577 1 0 
10.748 0 1 
8.7756 0 1 
3.8355 1 0 
7.8586 1 0 
12.151 0 1 
3.8535 1 0 
4.6126 1 0 
12.739 0 1 
6.4599 0 1 
2.3189 1 0 
6.4022 1 0 
14.189 0 1 
2.6106 0 1 
0.75811 1 0 
2.9567 1 0 
14.465 0 1 
4.5594 0 1 
-2.7713 0 1 
-8.873 0 1 
-11.361 1 0 
-2.6774 0 1 
-3.7283 0 1 
-12.764 1 0 
-6.6815 1 0 
-0.79269 0 1 
-1.4231 0 1 
-7.7017 0 1 
-13.486 1 0 
1.0835 1 0 
5.4296 1 0 
13.446 0 1 
5.0084 0 1 
2.6246 1 0 
8.247 1 0 
12.348 0 1 
1.8225 0 1 
1.2496 1 0 
5.6793 1 0 
15.803 0 1 
0.70229 0 1 
-3.3605 0 1 
-11.433 1 0 
-8.331 1 0 
-1.4732 0 1 
-2.8383 0 1 
-12.315 1 0 
-7.2543 1 0 
0.8062 1 0 
3.9545 1 0 
14.374 0 1 
4.6308 0 1 
-0.50953 0 1 
-2.7467 0 1 
-13.071 1 0 
-6.2694 1 0 
1.7811 1 0 
6.575 1 0 
13.886 0 1 
2.8451 0 1 
1.4011 1 0 
5.6039 1 0 
15.591 0 1 
1.3434 0 1 
-2.3651 0 1 
-9.2573 0 1 
-11.171 1 0 
-0.96569 1 0 
0.021162 1 0 
0.26122 1 0 
1.8716 1 0 
13.441 0 1 
5.1451 0 1 
-5.1298 0 1 
-10.233 1 0 
-8.7358 1 0 
-5.4468 0 1 
-9.3064 0 1 
-10.002 1 0 
-5.2038 0 1 
-7.9882 0 1 
-11.306 1 0 
-5.3409 0 1 
-6.5036 0 1 
-12.026 1 0 
-6.1342 1 0 
-5.0963 0 1 
-11.268 1 0 
-8.0263 1 0 
-4.031 0 1 
-8.7442 0 1 
-11.233 1 0 
-3.7101 0 1 
-5.4598 0 1 
-13.272 1 0 
-5.2941 1 0 
-2.8159 0 1 
-8.5355 0 1 
-11.951 1 0 
-1.9923 1 0 
-1.8985 0 1 
-8.3269 0 1 
-12.511 1 0 
-0.032262 1 0 
2.8684 1 0 
11.515 0 1 
8.2799 0 1 
0.16729 0 1 
-1.1725 0 1 
-6.3291 0 1 
-15.37 1 0 
0.40502 1 0 
4.7654 1 0 
12.975 0 1 
6.0342 0 1 
2.4813 1 0 
7.1337 1 0 
13.532 0 1 
2.3233 0 1 
1.1306 1 0 
4.7837 1 0 
16.166 0 1 
1.6174 0 1 
-2.9204 0 1 
-10.199 1 0 
-9.891 1 0 
-1.5978 0 1 
-2.3202 0 1 
-10.407 1 0 
-9.6839 1 0 
0.53249 1 0 
3.5249 1 0 
13.362 0 1 
5.9649 0 1 
-0.12642 0 1 
-1.5786 0 1 
-8.6052 0 1 
-12.151 1 0 
1.3365 1 0 
5.7174 1 0 
13.598 0 1 
4.5429 0 1 
2.567 1 0 
8.4327 1 0 
12.161 0 1 
1.5866 0 1 
0.87913 1 0 
4.0858 1 0 
16.424 0 1 
1.8687 0 1 
-3.5413 0 1 
-10.865 1 0 
-8.9392 1 0 
-2.4045 0 1 
-4.9718 0 1 
-14.32 1 0 
-4.2069 1 0 
-0.8549 0 1 
-2.658 0 1 
-13.101 1 0 
-6.1999 1 0 
2.0997 1 0 
7.3028 1 0 
13.129 0 1 
2.8345 0 1 
2.2927 1 0 
8.9705 1 0 
11.59 0 1 
0.5821 0 1 
-1.1869 0 1 
-5.9703 0 1 
-15.62 1 0 
-0.2985 1 0 
3.7979 1 0 
12.164 0 1 
7.3653 0 1 
1.6981 1 0 
4.0386 1 0 
14.475 0 1 
4.4858 0 1 
-0.54106 0 1 
-2.8484 0 1 
-13.363 1 0 
-5.9238 1 0 
1.8069 1 0 
6.6664 1 0 
13.845 0 1 
2.7349 0 1 
1.3305 1 0 
5.3826 1 0 
15.773 0 1 
1.4116 0 1 
-2.5034 0 1 
-9.5277 0 1 
-10.804 1 0 
-1.1097 1 0 
-0.53661 0 1 
-2.6341 0 1 
-14.488 1 0 
-4.4146 1 0 
3.6668 1 0 
10.018 0 1 
9.7615 0 1 
3.4873 1 0 
6.5005 1 0 
13.273 0 1 
4.1932 0 1 
3.2407 1 0 
10.397 0 1 
9.6426 0 1 
1.6341 1 0 
2.5615 1 0 
11.195 0 1 
8.6647 0 1 
-0.53472 0 1 
-3.3528 0 1 
-13.328 1 0 
-6.0181 1 0 
0.47761 1 0 
2.7882 1 0 
12.807 0 1 
6.6189 0 1 
-1.3786 0 1 
-5.5395 0 1 
-14.62 1 0 
-3.1854 1 0 
-0.48361 0 1 
-1.5174 0 1 
-9.0089 0 1 
-11.508 1 0 
2.122 1 0 
7.0654 1 0 
12.682 0 1 
4.2663 0 1 
4.2083 1 0 
11.972 0 1 
7.5321 0 1 
2.2999 1 0 
5.6486 1 0 
14.499 0 1 
3.2759 0 1 
0.74367 1 0 
2.5977 1 0 
13.261 0 1 
5.9697 0 1 
-2.448 0 1 
-8.0269 0 1 
-12.293 1 0 
-2.9013 0 1 
-3.2603 0 1 
-11.612 1 0 
-8.1496 1 0 
-0.81092 0 1 
-0.89458 0 1 
-4.8116 0 1 
-16.846 1 0 
-0.39729 1 0 
4.6238 1 0 
12.238 0 1 
6.975 0 1 
3.0408 1 0 
7.83 1 0 
12.583 0 1 
2.7838 1 0 
2.7932 1 0 
10.557 0 1 
9.5013 0 1 
0.58239 0 1 
-0.33286 0 1 
-1.9018 0 1 
-12.012 1 0 
-7.2106 1 0 
3.5912 1 0 
9.3191 1 0 
10.379 0 1 
4.151 1 0 
6.8192 1 0 
12.686 0 1 
4.7494 0 1 
4.3476 1 0 
11.736 0 1 
7.7714 0 1 
2.6861 1 0 
6.4542 1 0 
13.87 0 1 
3.1618 0 1 
1.723 1 0 
6.6615 1 0 
14.508 0 1 
1.0872 0 1 
-1.7628 0 1 
-7.748 0 1 
-13.239 1 0 
-0.52979 1 0 
2.071 1 0 
9.1186 1 0 
11.415 0 1 
0.10566 0 1 
-2.3145 0 1 
-10.292 1 0 
-9.8425 1 0 
0.28233 1 0 
2.8856 1 0 
12.159 0 1 
7.4623 0 1 
-0.43113 0 1 
-2.8493 0 1 
-12.608 1 0 
-6.8859 1 0 
0.99533 1 0 
4.479 1 0 
14.738 0 1 
3.9405 0 1 
-0.27866 0 1 
-1.805 0 1 
-10.061 1 0 
-10.031 1 0 
1.949 1 0 
6.7792 1 0 
13.169 0 1 
3.8606 0 1 
3.2612 1 0 
10.724 0 1 
9.2419 0 1 
1.4594 1 0 
2.3096 1 0 
10.567 0 1 
9.4649 0 1 
-0.70665 0 1 
-3.948 0 1 
-13.892 1 0 
-5.2349 1 0 
-0.10026 1 0 
0.60227 1 0 
3.6315 1 0 
17.078 0 1 
1.2038 0 1 
-4.9494 0 1 
-11.657 1 0 
-7.4659 1 0 
-4.0257 0 1 
-9.1858 0 1 
-10.782 1 0 
-3.5165 0 1 
-5.6383 0 1 
-13.444 1 0 
-4.9084 1 0 
-2.7307 0 1 
-8.6039 0 1 
-11.905 1 0 
-1.792 1 0 
-1.5048 0 1 
-6.8611 0 1 
-14.502 1 0 
-0.19596 1 0 
3.3545 1 0 
11.926 0 1 
7.7399 0 1 
0.98417 1 0 
1.6177 1 0 
8.3541 1 0 
12.521 0 1 
-0.97644 0 1 
-5.0589 0 1 
-13.695 1 0 
-4.9532 1 0 
-1.93 0 1 
-6.1979 0 1 
-14.657 1 0 
-2.0444 1 0 
0.47332 1 0 
2.4736 1 0 
13.209 0 1 
5.9822 0 1 
-2.7657 0 1 
-8.566 0 1 
-11.603 1 0 
-3.1061 0 1 
-4.2454 0 1 
-13.054 1 0 
-6.2028 1 0 
-1.4481 0 1 
-3.875 0 1 
-14.671 1 0 
-4.2828 1 0 
1.0768 1 0 
4.7031 1 0 
15.341 0 1 
2.9543 0 1 
-1.1507 0 1 
-5.0648 0 1 
-15.592 1 0 
-2.2021 1 0 
1.6754 1 0 
6.9742 1 0 
14.061 0 1 
1.277 0 1 
-1.0927 0 1 
-5.2218 0 1 
-16.022 1 0 
-1.2207 1 0 
2.9855 1 0 
10.546 0 1 
9.4655 0 1 
1.4232 1 0 
2.0874 1 0 
9.7619 1 0 
10.542 0 1 
-0.67159 0 1 
-4.0356 0 1 
-13.738 1 0 
-5.4006 1 0 
-0.44695 0 1 
-0.64295 0 1 
-3.7864 0 1 
-17.177 1 0 
-0.99053 1 0 
4.9855 1 0 
11.764 0 1 
7.3295 0 1 
3.9783 1 0 
9.2287 1 0 
10.755 0 1 
3.4336 1 0 
5.5411 1 0 
13.505 0 1 
4.9052 0 1 
2.5702 1 0 
8.1738 1 0 
12.451 0 1 
1.767 0 1 
1.0584 1 0 
4.8268 1 0 
16.36 0 1 
1.237 0 1 
-3.417 0 1 
-11.102 1 0 
-8.7072 1 0 
-1.9139 0 1 
-3.8706 0 1 
-13.92 1 0 
-5.2286 1 0 
0.13987 1 0 
1.4855 1 0 
8.3225 1 0 
12.566 0 1 
-1.4472 0 1 
-5.966 0 1 
-13.398 1 0 
-4.5793 1 0 
-3.0017 0 1 
-9.5367 0 1 
-10.731 1 0 
-1.7205 0 1 
-2.1222 0 1 
-9.5065 0 1 
-10.897 1 0 
0.33434 1 0 
3.271 1 0 
12.695 0 1 
6.8036 0 1 
0.010119 0 1 
-1.2936 0 1 
-7.1271 0 1 
-14.323 1 0 
0.90244 1 0 
5.2772 1 0 
13.294 0 1 
5.3245 0 1 
2.7 1 0 
8.2167 1 0 
12.349 0 1 
1.9824 0 1 
1.5739 1 0 
6.99 1 0 
14.306 0 1 
0.29579 0 1 
-3.0722 0 1 
-11.47 1 0 
-8.3282 1 0 
-0.7468 1 0 
-0.62151 0 1 
-3.346 0 1 
-16.353 1 0 
-2.2257 1 0 
4.2937 1 0 
11.155 0 1 
8.3218 0 1 
3.518 1 0 
7.7287 1 0 
12.428 0 1 
3.5127 1 0 
3.9318 1 0 
12.26 0 1 
7.2563 0 1 
1.6073 1 0 
3.8224 1 0 
14.311 0 1 
4.7492 0 1 
-0.70301 0 1 
-3.4401 0 1 
-14.409 1 0 
-4.6744 1 0 
1.5526 1 0 
6.1262 1 0 
14.541 0 1 
2.4141 0 1 
0.089431 0 1 
-0.0037447 0 1 
-0.037368 0 1 
-0.30536 0 1 
-2.7778 0 1 
-18.22 1 0 
0.20759 1 0 
7.0679 1 0 
10.229 0 1 
7.5835 0 1 
7.0611 1 0 
10.224 0 1 
7.9738 0 1 
6.6891 1 0 
10.027 0 1 
8.491 0 1 
6.3654 1 0 
9.6355 0 1 
9.1325 0 1 
6.123 1 0 
9.0502 1 0 
9.8627 0 1 
6.0047 1 0 
8.298 1 0 
10.591 0 1 
6.0695 1 0 
7.4331 1 0 
11.146 0 1 
6.4006 1 0 
6.5317 1 0 
11.28 0 1 
7.1119 0 1 
5.6862 1 0 
10.744 0 1 
8.3306 0 1 
5.0081 1 0 
9.4455 1 0 
10.083 0 1 
4.6553 1 0 
7.5775 1 0 
11.921 0 1 
4.9186 1 0 
5.567 1 0 
12.37 0 1 
6.4199 0 1 
3.8833 1 0 
9.804 1 0 
10.161 0 1 
3.0369 1 0 
5.3949 1 0 
13.822 0 1 
4.5767 0 1 
1.983 1 0 
6.6166 1 0 
14.321 0 1 
1.7667 0 1 
-0.50035 0 1 
-2.5998 0 1 
-13.719 1 0 
-5.3819 1 0 
2.9211 1 0 
8.9191 1 0 
11.204 0 1 
3.0509 1 0 
4.5243 1 0 
13.387 0 1 
5.6859 0 1 
1.5431 1 0 
4.4713 1 0 
15.171 0 1 
3.37 0 1 
-1.0193 0 1 
-4.5595 0 1 
-15.573 1 0 
-2.736 1 0 
1.6764 1 0 
6.8217 1 0 
14.153 0 1 
1.5542 0 1 
-0.68689 0 1 
-3.4426 0 1 
-15.56 1 0 
-3.2291 1 0 
3.052 1 0 
9.6964 1 0 
10.398 0 1 
2.4565 1 0 
4.0481 1 0 
13.49 0 1 
5.7203 0 1 
0.66336 1 0 
1.3313 1 0 
7.4572 1 0 
13.861 0 1 
-1.2232 0 1 
-5.7384 0 1 
-13.268 1 0 
-4.9882 1 0 
-3.1075 0 1 
-9.4628 0 1 
-10.791 1 0 
-1.9602 0 1 
-2.6545 0 1 
-11.057 1 0 
-8.8558 1 0 
0.16333 1 0 
